user-input,desired output
"Find me a Processing Element for test integers for primality and pass primes forward, please.",PE_MATCH: skew_workflow.IsPrime
Which PE should I use to extract morphology and radius fields after the skewed VO query?,PE_MATCH: internal_extinction_skew_workflow.FilterColumns
I need a workflow to download YouTube audio and transcribe it.,NO_MATCH_WORKFLOW
Can you point me to a processing element for print an alert when a sensor anomaly is detected?,PE_MATCH: sensor_workflow.AlertingPE
I would like the PE that detect abnormal sensor temperature readings.,PE_MATCH: sensor_workflow.AnomalyDetectionPE
Can you point me to a processing element for write preprocessed waveform data to the OUTPUT directory?,PE_MATCH: seismic_preparation_workflow.StreamToFile
"Which workflow should I use to read sensor JSON data, normalise temperatures, detect anomalies, raise alerts, and aggregate readings?",WORKFLOW_MATCH: sensor_workflow
Can you give me a workflow for read RA/Dec and compute galaxy extinction values?,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
"Find me a workflow for preprocess seismic waveform data from station inputs and save prepared SAC/numpy files, please.",WORKFLOW_MATCH: seismic_preparation_workflow
I am looking for a workflow to monitor GPU temperature and send an email.,NO_MATCH_WORKFLOW
Give me the PE for reduce the sampling rate of an ObsPy stream.,PE_MATCH: seismic_preparation_workflow.Decimate
"Find me a Processing Element for apply the demean detrend step, please.",PE_MATCH: seismic_preparation_workflow.Demean
Show me a processing element that can parse the VOTable and keep the columns needed for internal extinction.,PE_MATCH: internal_extinction_workflow.FilterColumns
Do we have a workflow that will prepare raw seismology traces for correlation-style processing?,WORKFLOW_MATCH: seismic_preparation_workflow
Need a PE which can let through either odd or even values.,PE_MATCH: even_odd_workflow.Divideby2
Do we have a PE that will generate random integers with a skewed sleep delay?,PE_MATCH: skew_workflow.NumberProducer
I want a PE that can hold unmatched values and output odd/even tuples.,PE_MATCH: even_odd_workflow.PairProducer
Give me the PE for make the HTTP request for astronomical catalogue data.,PE_MATCH: internal_extinction_workflow.GetVOTable
Give me a workflow for show a two-branch stream where random values are classified as odd or even.,WORKFLOW_MATCH: even_odd_workflow
Can you point me to a processing element for download catalogue data using RA and DEC?,MULTI_PE_MATCH: internal_extinction_workflow.GetVOTable | internal_extinction_skew_workflow.GetVOTable
Is there a Processing Element in the registry to apply a normalization step?,MULTI_PE_MATCH: sensor_workflow.NormalizeDataPE | seismic_preparation_workflow.CalculateNorm | seismic_preparation_dict_workflow.CalculateNorm
Give me a Processing Element for something that can open the station list and emit waveform streams.,PE_MATCH: seismic_preparation_workflow.StreamRead
I need a Processing Element to detrend seismic data.,MULTI_PE_MATCH: seismic_preparation_workflow.Detrend | seismic_preparation_dict_workflow.Detrend
I need a Processing Element to read seismic streams and serialise them to dictionaries.,PE_MATCH: seismic_preparation_dict_workflow.StreamRead
I would like the PE that decide whether a sensor record is anomalous.,PE_MATCH: sensor_workflow.AnomalyDetectionPE
Could you find a workflow that run the internal extinction galaxy workflow but with a skewed workload in the VO query step?,WORKFLOW_MATCH: internal_extinction_skew_workflow
"Find me a workflow for run the seismic preparation pipeline, please.",MULTI_WORKFLOW_MATCH: seismic_preparation_workflow | seismic_preparation_dict_workflow
I would like the PE that read galaxy RA and DEC coordinates from a text file.,PE_MATCH: internal_extinction_workflow.ReadRaDec
I want a PE that can query VOTables with an artificial skewed delay.,PE_MATCH: internal_extinction_skew_workflow.GetVOTable
Could you find the PE that can load station waveform files and emit dict-form stream data?,PE_MATCH: seismic_preparation_dict_workflow.StreamRead
"Find me a Processing Element for detrend seismic data, please.",MULTI_PE_MATCH: seismic_preparation_workflow.Detrend | seismic_preparation_dict_workflow.Detrend
I want the PE that can correct dict-serialised seismic data using inventory XML.,PE_MATCH: seismic_preparation_dict_workflow.RemoveResponse
Give me a Processing Element for something that can read messages from Slack.,NO_MATCH_PE
I want the PE that can flatten the spectrum before FFT.,MULTI_PE_MATCH: seismic_preparation_workflow.Whiten | seismic_preparation_dict_workflow.Whiten
I want a workflow that can train a random forest model on tabular data.,NO_MATCH_WORKFLOW
Can you point me to a processing element for filter VOTable columns in the skewed internal-extinction workflow?,PE_MATCH: internal_extinction_skew_workflow.FilterColumns
Is there a Processing Element in the registry to write results into PostgreSQL?,NO_MATCH_PE
Need a workflow which can read COVID data from the web and turn it into a daily case plot.,WORKFLOW_MATCH: covid_workflow
Do we have a workflow that will prepare seismic streams using dictionary/list serialisation between steps before saving the result?,WORKFLOW_MATCH: seismic_preparation_dict_workflow
I need a workflow to route numbers to even and odd branches and pair the results.,WORKFLOW_MATCH: even_odd_workflow
"Find me a workflow for use a toy workflow based on random integers, please.",MULTI_WORKFLOW_MATCH: skew_workflow | even_odd_workflow
Could you find the PE that can convert dict to stream and apply the bandpass filter?,PE_MATCH: seismic_preparation_dict_workflow.Filter
I am looking for a PE to remove the mean in the dict-based seismic pipeline.,PE_MATCH: seismic_preparation_dict_workflow.Demean
Need a PE which can reduce the sampling rate in a seismic stream.,MULTI_PE_MATCH: seismic_preparation_workflow.Decimate | seismic_preparation_dict_workflow.Decimate
I am looking for a PE to consume temperature readings and report average values.,PE_MATCH: sensor_workflow.AggregateDataPE
Give me a Processing Element for something that can generate random integers between 1 and 1000.,PE_MATCH: even_odd_workflow.NumberProducer
Can you point me to a processing element for cluster documents by topic?,NO_MATCH_PE
Which workflow should I use to download YouTube audio and transcribe it?,NO_MATCH_WORKFLOW
"I need a workflow to produce random integers, wait for a short skewed delay, test for primes, and print them.",WORKFLOW_MATCH: skew_workflow
Could you find the PE that can create a matplotlib bar chart from arbitrary data?,NO_MATCH_PE
"Find me a Processing Element for compute the Fourier transform for station streams, please.",PE_MATCH: seismic_preparation_workflow.CalculateFft
"Find me a Processing Element for bandpass filter dictionary-serialised seismic data, please.",PE_MATCH: seismic_preparation_dict_workflow.Filter
Show me a processing element that can decimate seismic stream data to a lower samples-per-second rate.,PE_MATCH: seismic_preparation_workflow.Decimate
Give me the workflow for something that can fetch COVID case data from an online API and make a plot of daily new cases.,WORKFLOW_MATCH: covid_workflow
I want a workflow that can test dynamic execution using random numbers and prime checking.,WORKFLOW_MATCH: skew_workflow
I want the PE that can run the whitening step in the serialisable seismic pipeline.,PE_MATCH: seismic_preparation_dict_workflow.Whiten
I need a Processing Element to filter numbers by checking the remainder after division by 2.,PE_MATCH: even_odd_workflow.Divideby2
I want the PE that can apply the internal extinction formula.,MULTI_PE_MATCH: internal_extinction_workflow.InternalExtinction | internal_extinction_skew_workflow.InternalExtinction
Do we have a PE that will downsample waveform data?,MULTI_PE_MATCH: seismic_preparation_workflow.Decimate | seismic_preparation_dict_workflow.Decimate
"Which workflow should I use to get pandemic case time series, extract dates and daily confirmed cases, then visualise them?",WORKFLOW_MATCH: covid_workflow
Is there a Processing Element in the registry to visualise processed COVID case time series?,PE_MATCH: covid_workflow.DataVisualizer
Need a PE which can produce sensor records with timestamp and temperature.,PE_MATCH: sensor_workflow.ReadSensorDataPE
Is there a Processing Element in the registry to extract galaxy morphology and logr25 values from the VO table?,PE_MATCH: internal_extinction_workflow.FilterColumns
"Give me the workflow for something that can produce random integers, wait for a short skewed delay, test for primes, and print them.",WORKFLOW_MATCH: skew_workflow
I am looking for a workflow to test a workflow with skewed or uneven work across the pipeline.,MULTI_WORKFLOW_MATCH: skew_workflow | internal_extinction_skew_workflow
Give me a Processing Element for something that can decimate seismic stream data to a lower samples-per-second rate.,PE_MATCH: seismic_preparation_workflow.Decimate
Show me a processing element that can filter the incoming numbers to primes only.,PE_MATCH: skew_workflow.IsPrime
I want a PE that can calculate galaxy internal extinction.,MULTI_PE_MATCH: internal_extinction_workflow.InternalExtinction | internal_extinction_skew_workflow.InternalExtinction
Can you point me to a processing element for parse the VOTable and keep the columns needed for internal extinction?,PE_MATCH: internal_extinction_workflow.FilterColumns
I want the PE that can emit random integers for the skewed prime workflow.,PE_MATCH: skew_workflow.NumberProducer
Give me a Processing Element for something that can apply the internal extinction formula.,MULTI_PE_MATCH: internal_extinction_workflow.InternalExtinction | internal_extinction_skew_workflow.InternalExtinction
Which PE should I use to make the covid_cases.png chart?,PE_MATCH: covid_workflow.DataVisualizer
Do we have a workflow that will detect faces in photos and blur them?,NO_MATCH_WORKFLOW
Can you point me to a processing element for save the prepared seismic stream to output files?,PE_MATCH: seismic_preparation_workflow.StreamToFile
I am looking for a workflow to calculate galaxy internal extinction using the skewed version of the VOTable query workflow.,WORKFLOW_MATCH: internal_extinction_skew_workflow
Is there a Processing Element in the registry to calculate FFT for waveform data?,MULTI_PE_MATCH: seismic_preparation_workflow.CalculateFft | seismic_preparation_dict_workflow.CalculateFft
